timestamp,proxy_name,experiment_id,session_id,direction,event_index,byte_length,inter_event_gap_ms
1785306083.872341,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,22,128,22.923
1785306083.894266,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,23,256,23.257
1785306083.896269,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,23,256,23.771
1785306083.917843,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,24,512,23.587
1785306083.919368,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,24,512,23.252
1785306083.940576,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,25,1024,22.739
1785306083.942502,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,25,1024,23.125
1785306083.964589,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,26,64,23.994
1785306083.967735,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,26,64,25.227
1785306083.989326,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,27,128,24.752
1785306083.990865,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,27,128,23.137
1785306084.012218,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,28,256,22.876
1785306084.014134,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,28,256,23.246
1785306084.035436,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,29,512,23.230
1785306084.037153,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,29,512,23.039
1785306084.059294,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,30,1024,23.865
1785306084.061447,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,30,1024,24.291
1785306084.082790,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,31,64,23.469
1785306084.084293,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,31,64,22.855
1785306084.105618,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,32,128,22.862
1785306084.106843,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,32,128,22.562
1785306084.128139,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,33,256,22.500
1785306084.130243,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,33,256,23.369
1785306084.151679,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,34,512,23.533
1785306084.153222,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,34,512,22.991
1785306084.174676,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,35,1024,23.012
1785306084.176529,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,35,1024,23.293
1785306084.198009,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,36,64,23.340
1785306084.199439,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,36,64,22.932
1785306084.220949,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,37,128,22.899
1785306084.222879,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,37,128,23.435
1785306084.244241,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,38,256,23.336
1785306084.246814,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,38,256,23.924
1785306084.268305,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,39,512,24.052
1785306084.269798,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,39,512,23.001
1785306084.291196,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,40,1024,22.899
1785306084.292627,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,40,1024,22.822
1785306084.314649,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,41,64,23.441
1785306084.316595,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,41,64,23.960
1785306084.338384,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,42,128,23.747
1785306084.339772,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,42,128,23.196
1785306084.361254,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,43,256,22.818
1785306084.363040,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,43,256,23.263
1785306084.384424,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,44,512,23.215
1785306084.386001,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,44,512,22.962
1785306084.407283,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,45,1024,22.858
1785306084.409120,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,45,1024,23.098
1785306084.431838,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,46,64,24.544
1785306084.433721,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,46,64,24.613
1785306084.454937,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,47,128,23.074
1785306084.456344,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,47,128,22.636
1785306084.477664,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,48,256,22.779
1785306084.479071,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,48,256,22.729
1785306084.500478,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,49,512,22.800
1785306084.502439,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,49,512,23.356
1785306084.523674,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,50,1024,23.198
1785306084.525180,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,50,1024,22.745
1785306084.546785,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,51,64,23.006
1785306084.549848,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,51,64,24.615
1785306084.571233,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,52,128,24.549
1785306084.572706,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,52,128,22.913
1785306084.594703,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,53,256,23.414
1785306084.596663,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,53,256,23.933
1785306084.618217,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,54,512,23.576
1785306084.619590,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,54,512,22.952
1785306084.640718,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,55,1024,22.508
1785306084.642447,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,55,1024,22.844
1785306084.663921,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,56,64,23.213
1785306084.665468,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,56,64,23.033
1785306084.686557,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,57,128,22.634
1785306084.688186,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,57,128,22.719
1785306084.709308,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,58,256,22.754
1785306084.710908,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,58,256,22.715
1785306084.732185,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,59,512,22.866
1785306084.733958,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,59,512,23.058
1785306084.755190,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,60,1024,22.998
1785306084.757054,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,60,1024,23.097
1785306084.778183,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,61,64,23.001
1785306084.779840,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,61,64,22.787
1785306084.800955,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,62,128,22.689
1785306084.802595,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,62,128,22.751
1785306084.823650,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,63,256,22.789
1785306084.825105,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,63,256,22.515
1785306084.846596,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,64,512,22.764
1785306084.848632,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,64,512,23.511
1785306084.870777,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,65,1024,24.341
1785306084.872929,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,65,1024,24.205
1785306084.894449,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,66,64,23.684
1785306084.896378,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,66,64,23.549
1785306084.917670,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,67,128,23.205
1785306084.919208,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,67,128,22.839
1785306084.940325,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,68,256,22.673
1785306084.941966,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,68,256,22.755
1785306084.963088,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,69,512,22.738
1785306084.964932,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,69,512,22.883
1785306084.986304,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,70,1024,23.232
1785306084.988170,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,70,1024,23.317
1785306085.009381,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,71,64,23.094
1785306085.010903,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,71,64,22.741
1785306085.032054,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,72,128,22.674
1785306085.033988,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,72,128,23.079
1785306085.055218,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,73,256,23.145
1785306085.056786,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,73,256,22.803
1785306085.077930,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,74,512,22.730
1785306085.079419,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,74,512,22.628
1785306085.100744,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,75,1024,22.797
1785306085.102329,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,75,1024,22.917
1785306085.123428,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,76,64,22.702
1785306085.125123,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,76,64,22.794
1785306085.146199,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,77,128,22.754
1785306085.147852,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,reverse,77,128,22.714
1785306085.169075,proxy_a,baseline_lenmix_v1,591f3383-4da4-4675-bf5d-53f227f8b431,forward,78,256,22.893
